id,type,status,was,now,why,question
2023-Q9,mc,unchanged,Operations > Role of operations management,Operations > Role of operations management,interdependence,the training of staff in the manufacturing process is an example of interdependence between which of the following business functions? finance and marketing marketing and operation
2024-Q1,mc,unchanged,Human Resources > Key influences,Human Resources > Key influences,unions,who is most likely to represent employees for an increase in wages? atrade union fair work australia an employer association federal court of australia
2024-Q10,mc,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,expense ratio,a business has the following financial information. sales $800 000 cost of goods sold $200 000 gross profit $600 000 net profit $250 000 expense ratio = total expenses ÷ sales what
2024-Q13,mc,unchanged,Marketing > Influences on marketing,Marketing > Influences on marketing,psychological - perception,"limpleaf pty ltd conducted research before entering the tea market. the research found that customers, because of the company’s brand name, thought the product would be inferior. w"
2024-Q15,mc,unchanged,Finance > Influences on financial management,Finance > Influences on financial management,ASX,which organisation functions as the market operator for companies wanting to raise public finance? australian taxation office australian securities exchange australian prudential r
2024-Q16,mc,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,global standardisation,an australian manufacturer sells its product in the usa and australia without changing its marketing mix. what is an advantage of using the same marketing mix? the promotion can be
2024-Q17,mc,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,ethical issues in reporting,"a business owner is selling their business. if the business owner is unethical, what may they be motivated to do? undervalue assets and undervalue liabilities overvalue assets and "
2024-Q19,mc,unchanged,Finance > Influences on financial management,Finance > Influences on financial management,new share issue,"a private company wants to expand its operations. to raise funds, it intends to become a public listed company. what name is given to this form of equity finance? private equity co"
2024-Q21(b),sa,unchanged,Operations > Operations strategies,Operations > Operations strategies,inventory management,• provides an explanation of how each product will affect inventory 3 management • demonstrates some understanding of how product/s will affect inventory 2 management • provides so
2024-Q21(c),sa,unchanged,Operations > Operations processes,Operations > Operations processes,customers / visibility,• provides a discussion of the implications of visibility (customer contact) 4 for this business • demonstrates a sound understanding of the implications of visibility 3 (customer 
2024-Q22(a),sa,unchanged,Human Resources > Key influences,Human Resources > Key influences,stakeholders,• outlines the relationship between one stakeholder and the human 2 resources function of this business • provides some relevant information 1 the employee is a stakeholder who has
2024-Q23(b),sa,unchanged,Marketing > Influences on marketing,Marketing > Influences on marketing,economic influences,• demonstrates a thorough understanding of how economic factors 4 influence customers choosing this business • demonstrates a sound understanding of how economic factors influence 
2024-Q3,mc,unchanged,Human Resources > Processes of human resource management,Human Resources > Processes of human resource management,,at which stage of the human resource process would a performance appraisal of an employee be conducted? acquisition development induction separation
2024-Q8,mc,unchanged,Human Resources > Processes of human resource management,Human Resources > Processes of human resource management,dismissal,an employee has engaged in misconduct and has been told to leave the organisation. which of the following terms describes this employee’s separation from the organisation? attritio
2025-Q10,mc,unchanged,Human Resources > Key influences,Human Resources > Key influences,legal framework,"which of the following lists elements of the legal framework that influences human resource management? code of conduct, work health and safety, awards code of conduct, work health"
2025-Q11,mc,unchanged,Human Resources > Human resource strategies,Human Resources > Human resource strategies,internal recruitment,what is a benefit of using internal recruitment for a senior management position? the position will always be filled. it encourages staff to seek professional growth. there is a la
2025-Q13,mc,unchanged,Marketing > Marketing process,Marketing > Marketing process,situational analysis,a marketing manager recognises that poor customer service has negatively affected sales results. in which part of the marketing process would this recognition occur? identifying ta
2025-Q18,mc,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,capitalising expenses,"in the hope of generating long-term profit, a medical company spends $2 billion developing medicine to cure a disease. this is recorded on the company’s balance sheet. which limita"
2025-Q19,mc,unchanged,Operations > Operations processes,Operations > Operations processes,inputs->transformation->outputs,a retail franchise is opening a new store. which of the following is the correct sequence for its operations process? product task design materials facilities control customer serv
2025-Q21(a),sa,unchanged,Operations > Influences,Operations > Influences,CSR,• outlines the corporate social responsibility demonstrated by this 2 business • provides some relevant information 1 the cafe can demonstrate corporate social responsibility by do
2025-Q21(b),sa,unchanged,Operations > Role of operations management,Operations > Role of operations management,goods and/or services,• outlines the difference between goods and services in this business 2 • provides some relevant information 1 the cafe produces meals (goods) that are perishable. services can be 
2025-Q21(c),sa,unchanged,Operations > Influences,Operations > Influences,legal regulation,• provides an explanation of the influence of one legal regulation on the 3 operations management of this business • demonstrates some understanding of the influence of a legal reg
2025-Q21(d),sa,unchanged,Operations > Operations strategies,Operations > Operations strategies,outsourcing,• provides a detailed discussion of the implications of outsourcing the new 4 desserts for the operation of this business • provides a sound discussion of the implications of outso
2025-Q22(b),sa,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,packaging,• justifies two product strategies that could be implemented by the 4 business to gain a competitive advantage • justifies one and outlines one product strategy that could be 3 imp
2025-Q23(a),sa,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,expense ratio,• shows an understanding of what the expense ratio for 2024 indicates for 2 this business • provides some relevant information 1 the expense ratio is 210 000 ÷ 700 000 ´ 100 = 30%.
2025-Q24(c),sa,unchanged,Human Resources > Key influences,Human Resources > Key influences,antidiscrimination / minimum wage,• provides a thorough explanation of how this business is engaging in 4 illegal practices • provides a sound explanation of how this business is engaging in illegal 3 practices • d
2025-Q3,mc,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,balance sheet,which of the following is an essential component of a balance sheet? assets expenses sales wages
2025-Q6,mc,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,global customisation,an international clothing brand uses japanese fashion trends and cultural preferences in its designs and advertisements for its japanese market. which global marketing strategy is 
2025-Q7,mc,unchanged,Operations > Operations strategies,Operations > Operations strategies,logistics,which of the following is an essential aspect of logistics? reorganising plant layout checking the quality of all output assessing materials handling and packaging creating a budge
2025-Q8,mc,unchanged,Operations > Operations strategies,Operations > Operations strategies,quality improvement,"a business, as part of its quality management strategy, demonstrates an ongoing commitment to make its operations more efficient and effective. this is an example of which of the f"
2025-Q9,mc,unchanged,Finance > Role of financial management,Finance > Role of financial management,efficiency objective,"a business, with a 30-day credit policy, collects accounts receivables on average every 26 days. which objective of financial management is this business aiming to achieve? efficie"
